lastName,firstName,country,univ
Jiménez-Hernández,Eréndira Miriam,Mexico,Universidad Nacional Autónoma de México
Looks,Hanna,Spain,University of Seville / d.velop public sector GmbH
Markowski,Paweł ,Poland,CloudFerro
Shkroba,Illia,Poland,Pivotal Poland
